,ix,phrase,start_char,end_char,ner_label,dataset_label,label_in_phrase
454,2,F(3,13433,13436,ORG,national education longitudinal study,0
455,2,"13,294",13438,13444,CARDINAL,national education longitudinal study,0
456,2,19,13448,13450,CARDINAL,national education longitudinal study,0
457,2,LA,13620,13622,GPE,national education longitudinal study,0
458,2,months,13670,13676,DATE,national education longitudinal study,0
459,2,95%,13694,13697,PERCENT,national education longitudinal study,0
460,2,CI,13707,13709,ORG,national education longitudinal study,0
461,2,62.5%-68.2%,13717,13728,PERCENT,national education longitudinal study,0
462,2,54.8%-60.7%,13740,13751,PERCENT,national education longitudinal study,0
463,2,months,13845,13851,DATE,national education longitudinal study,0
464,2,95%,13853,13856,PERCENT,national education longitudinal study,0
465,2,CI,13866,13868,ORG,national education longitudinal study,0
466,2,60%-64%,13877,13884,PERCENT,national education longitudinal study,0
467,2,average hours,13955,13968,TIME,national education longitudinal study,0
468,2,approximately 33 hours,14328,14350,TIME,national education longitudinal study,0
469,2,95%,14361,14364,PERCENT,national education longitudinal study,0
470,2,CI =,14374,14378,PERSON,national education longitudinal study,0
471,2,31.9,14380,14384,CARDINAL,national education longitudinal study,0
472,2,27 hours,14435,14443,TIME,national education longitudinal study,0
473,2,95%,14454,14457,PERCENT,national education longitudinal study,0
474,2,CI =,14467,14471,PERSON,national education longitudinal study,0
475,2,26.6,14473,14477,CARDINAL,national education longitudinal study,0
476,2,four,14547,14551,CARDINAL,national education longitudinal study,0
477,2,Three,14560,14565,CARDINAL,national education longitudinal study,0
478,2,2,14757,14758,CARDINAL,national education longitudinal study,0
479,2,four,15002,15006,CARDINAL,national education longitudinal study,0
480,2,95%,15487,15490,PERCENT,national education longitudinal study,0
481,2,48.0- Note,15497,15507,WORK_OF_ART,national education longitudinal study,0
482,2,LA,15561,15563,GPE,national education longitudinal study,0
483,2,Groups,15638,15644,ORG,national education longitudinal study,0
484,2,the National Education Longitudinal Study,15663,15704,ORG,national education longitudinal study,1
485,2,National Center for Education Statistics,15711,15751,ORG,national education longitudinal study,0
486,2,1994,15753,15757,DATE,national education longitudinal study,0
487,2,Five,15761,15765,CARDINAL,national education longitudinal study,0
488,2,GED,15878,15881,ORG,national education longitudinal study,0
489,2,PSE,15940,15943,ORG,national education longitudinal study,0
490,2,age 30,16018,16024,DATE,national education longitudinal study,0
491,2,3,16036,16037,CARDINAL,national education longitudinal study,0
492,2,GED,16088,16091,ORG,national education longitudinal study,0
493,2,93%,16472,16475,PERCENT,national education longitudinal study,0
494,2,SE,16493,16495,GPE,national education longitudinal study,0
495,2,LA,16500,16502,GPE,national education longitudinal study,0
496,2,92.6%,16548,16553,PERCENT,national education longitudinal study,0
497,2,91.7%,16567,16572,PERCENT,national education longitudinal study,0
498,2,SE,16630,16632,LOC,national education longitudinal study,0
499,2,LA,16637,16639,GPE,national education longitudinal study,0
500,2,26%,16996,16999,PERCENT,national education longitudinal study,0
501,2,16%,17036,17039,PERCENT,national education longitudinal study,0
502,2,PSE,17148,17151,ORG,national education longitudinal study,0
503,2,53%,17291,17294,PERCENT,national education longitudinal study,0
504,2,47%,17303,17306,PERCENT,national education longitudinal study,0
505,2,PSE,17371,17374,ORG,national education longitudinal study,0
506,2,46%,17384,17387,PERCENT,national education longitudinal study,0
507,2,54%,17396,17399,PERCENT,national education longitudinal study,0
508,2,52%,17730,17733,PERCENT,national education longitudinal study,0
509,2,47%,17744,17747,PERCENT,national education longitudinal study,0
510,2,54%,17981,17984,PERCENT,national education longitudinal study,0
511,2,46%,17990,17993,PERCENT,national education longitudinal study,0
512,2,4,18699,18700,CARDINAL,national education longitudinal study,0
513,2,27%,18862,18865,PERCENT,national education longitudinal study,0
514,2,14%,18917,18920,PERCENT,national education longitudinal study,0
515,2,19%,18952,18955,PERCENT,national education longitudinal study,0
516,2,10%,19013,19016,PERCENT,national education longitudinal study,0
517,2,1.7%,19331,19335,PERCENT,national education longitudinal study,0
518,2,TA,19350,19352,ORG,national education longitudinal study,0
519,2,2%,19354,19356,PERCENT,national education longitudinal study,0
520,2,LA,19359,19361,GPE,national education longitudinal study,0
521,2,5%,19363,19365,PERCENT,national education longitudinal study,0
522,2,6.9%,19376,19380,PERCENT,national education longitudinal study,0
523,2,SE,19625,19627,ORG,national education longitudinal study,0
524,2,LA,19632,19634,GPE,national education longitudinal study,0
525,2,approximately 1,19675,19690,CARDINAL,national education longitudinal study,0
526,2,22,19698,19700,CARDINAL,national education longitudinal study,0
527,2,LA,19772,19774,GPE,national education longitudinal study,0
528,2,TA,19813,19815,ORG,national education longitudinal study,0
529,2,only about 1,19824,19836,CARDINAL,national education longitudinal study,0
530,2,10,19840,19842,CARDINAL,national education longitudinal study,0
531,2,one fourth,19881,19891,CARDINAL,national education longitudinal study,0
532,2,almost one third,19925,19941,CARDINAL,national education longitudinal study,0
533,2,LA,19958,19960,GPE,national education longitudinal study,0
534,2,TA,20006,20008,ORG,national education longitudinal study,0
535,2,approximately one fifth,20017,20040,CARDINAL,national education longitudinal study,0
536,2,SE,20474,20476,GPE,national education longitudinal study,0
537,2,LA,20481,20483,GPE,national education longitudinal study,0
538,2,"8,471",20516,20521,MONEY,national education longitudinal study,0
539,2,95%,20523,20526,PERCENT,national education longitudinal study,0
540,2,"7,629-$9,315",20534,20546,MONEY,national education longitudinal study,0
541,2,"only $5,480",20583,20594,MONEY,national education longitudinal study,0
542,2,"4,598-$6,362",20597,20609,MONEY,national education longitudinal study,0
543,2,TA,20622,20624,ORG,national education longitudinal study,0
544,2,"8,115",20656,20661,MONEY,national education longitudinal study,0
545,2,"7,582-$8,647",20664,20676,MONEY,national education longitudinal study,0
546,2,"6,518",20710,20715,MONEY,national education longitudinal study,0
547,2,"6,022-$7,014",20718,20730,MONEY,national education longitudinal study,0
548,2,"8,754",20839,20844,MONEY,national education longitudinal study,0
549,2,"7,920-$9,588",20847,20859,MONEY,national education longitudinal study,0
550,2,"7,713",20884,20889,MONEY,national education longitudinal study,0
551,2,"6,907-$8,520",20892,20904,MONEY,national education longitudinal study,0
552,2,Five,20907,20911,CARDINAL,national education longitudinal study,0
553,2,5,21150,21151,CARDINAL,national education longitudinal study,0
554,2,39.9%,21521,21526,PERCENT,national education longitudinal study,0
555,2,31.1%,21531,21536,PERCENT,national education longitudinal study,0
556,2,SE,21788,21790,PERSON,national education longitudinal study,0
557,2,94%,21874,21877,PERCENT,national education longitudinal study,0
558,2,87%,21895,21898,PERCENT,national education longitudinal study,0
559,2,about 88%,22001,22010,PERCENT,national education longitudinal study,0
560,2,approximately 1%,22208,22224,PERCENT,national education longitudinal study,0
561,2,about 90%,22283,22292,PERCENT,national education longitudinal study,0
562,2,9.9%,22343,22347,PERCENT,national education longitudinal study,0
563,2,8.2%,22407,22411,PERCENT,national education longitudinal study,0
564,2,two,22655,22658,CARDINAL,national education longitudinal study,0
565,2,two,22693,22696,CARDINAL,national education longitudinal study,0
566,2,6,22735,22736,CARDINAL,national education longitudinal study,0
567,2,LA,22923,22925,GPE,national education longitudinal study,0
568,2,the National Education Longitudinal Study,22972,23013,ORG,national education longitudinal study,1
569,2,National Center for Education Statistics,23020,23060,ORG,national education longitudinal study,0
570,2,1994,23062,23066,DATE,national education longitudinal study,0
571,2,LA,23267,23269,GPE,national education longitudinal study,0
572,2,33%,23339,23342,PERCENT,national education longitudinal study,0
573,2,28%,23347,23350,PERCENT,national education longitudinal study,0
574,2,hours,23391,23396,TIME,national education longitudinal study,0
575,2,week,23408,23412,DATE,national education longitudinal study,0
576,2,about 6 hours,23543,23556,TIME,national education longitudinal study,0
577,2,About 30%,23745,23754,PERCENT,national education longitudinal study,0
578,2,only about 15%,23840,23854,PERCENT,national education longitudinal study,0
579,2,You or a family member were a victim of a serious crime,23897,23952,WORK_OF_ART,national education longitudinal study,0
580,2,24,24164,24166,CARDINAL,national education longitudinal study,0
581,2,12,24240,24242,CARDINAL,national education longitudinal study,0
582,2,approximately 20 years old,24718,24744,DATE,national education longitudinal study,0
583,2,Levine & Edgar,24746,24760,ORG,national education longitudinal study,0
584,2,1994,24762,24766,DATE,national education longitudinal study,0
585,2,two,25003,25006,CARDINAL,national education longitudinal study,0
586,2,one,25281,25284,CARDINAL,national education longitudinal study,0
587,2,months,25779,25785,DATE,national education longitudinal study,0
588,2,SE,25851,25853,LOC,national education longitudinal study,0
589,2,LA,25858,25860,GPE,national education longitudinal study,0
590,2,SE,25983,25985,LOC,national education longitudinal study,0
591,2,LA,25989,25991,GPE,national education longitudinal study,0
592,2,the National Longitudinal Transition Study (NLTS,26349,26397,ORG,national education longitudinal study,0
593,2,two,26457,26460,CARDINAL,national education longitudinal study,0
594,2,1987,26507,26511,DATE,national education longitudinal study,0
595,2,2001,26516,26520,DATE,national education longitudinal study,0
596,2,1991,26537,26541,DATE,national education longitudinal study,0
597,2,2003,26560,26564,DATE,national education longitudinal study,0
598,2,Wagner et al.,26567,26580,PERSON,national education longitudinal study,0
599,2,2003,26582,26586,DATE,national education longitudinal study,0
600,2,the past year,26633,26646,DATE,national education longitudinal study,0
601,2,2001,26673,26677,DATE,national education longitudinal study,0
602,2,1987,26693,26697,DATE,national education longitudinal study,0
603,2,1987,26805,26809,DATE,national education longitudinal study,0
604,2,Wagner,26872,26878,PERSON,national education longitudinal study,0
605,2,2003,26887,26891,DATE,national education longitudinal study,0
606,2,hours,26954,26959,TIME,national education longitudinal study,0
607,2,2001,27064,27068,DATE,national education longitudinal study,0
608,2,1987,27095,27099,DATE,national education longitudinal study,0
609,2,hourly,27267,27273,TIME,national education longitudinal study,0
610,2,second,27424,27430,ORDINAL,national education longitudinal study,0
611,2,NLTS,27445,27449,ORG,national education longitudinal study,0
612,2,NLTS,27494,27498,ORG,national education longitudinal study,0
613,2,Wagner et al.,27506,27519,PERSON,national education longitudinal study,0
614,2,2003,27521,27525,DATE,national education longitudinal study,0
615,2,the past several years,27881,27903,DATE,national education longitudinal study,0
616,2,Wagner,27917,27923,PERSON,national education longitudinal study,0
617,2,2003,27940,27944,DATE,national education longitudinal study,0
618,2,Wagner et al.,29409,29422,PERSON,national education longitudinal study,0
619,2,1991,29424,29428,DATE,national education longitudinal study,0
620,2,Wehmeyer,29434,29442,PERSON,national education longitudinal study,0
621,2,Schwartz,29447,29455,PERSON,national education longitudinal study,0
622,2,as early as eighth,30199,30217,CARDINAL,national education longitudinal study,0
623,2,Rojewski & Yang,30225,30240,ORG,national education longitudinal study,0
624,2,1997,30242,30246,DATE,national education longitudinal study,0
625,2,the secondary school years,30354,30380,DATE,national education longitudinal study,0
626,2,Lindstrom et al.,30579,30595,PERSON,national education longitudinal study,0
627,2,2004,30597,30601,DATE,national education longitudinal study,0
628,2,2004,31195,31199,DATE,national education longitudinal study,0
629,2,Stephenson & Burge,31201,31219,ORG,national education longitudinal study,0
630,2,1997,31221,31225,DATE,national education longitudinal study,0
631,2,Wehmeyer & Schwartz,31227,31246,ORG,national education longitudinal study,0
632,2,2001a,31248,31253,DATE,national education longitudinal study,0
633,2,Palmer,32210,32216,PERSON,national education longitudinal study,0
634,2,Wehmeyer,32218,32226,PERSON,national education longitudinal study,0
635,2,"Gipson, & Agran",32228,32243,ORG,national education longitudinal study,0
636,2,2004,32245,32249,DATE,national education longitudinal study,0
637,2,Wehmeyer,32394,32402,NORP,national education longitudinal study,0
638,2,Field,32404,32409,GPE,national education longitudinal study,0
639,2,Doren,32411,32416,GPE,national education longitudinal study,0
640,2,& Mason,32425,32432,ORG,national education longitudinal study,0
641,2,2004,32434,32438,DATE,national education longitudinal study,0
642,2,months,32893,32899,DATE,national education longitudinal study,0
643,2,U.S. Department of Education,33402,33430,ORG,national education longitudinal study,0
644,2,2002,33432,33436,DATE,national education longitudinal study,0
645,2,Sitlington,34138,34148,PERSON,national education longitudinal study,0
646,2,Clark,34150,34155,PERSON,national education longitudinal study,0
647,2,2000,34168,34172,DATE,national education longitudinal study,0
648,2,Martha J. Coutinho,35273,35291,PERSON,national education longitudinal study,0
649,2,PhD,35293,35296,WORK_OF_ART,national education longitudinal study,0
650,2,the Department of Human Development and Learning,35334,35382,ORG,national education longitudinal study,0
651,2,East Tennessee State University,35386,35417,ORG,national education longitudinal study,0
652,2,the U.S. Office of Special Education Programs,35652,35697,ORG,national education longitudinal study,0
653,2,U.S. Department of Education,35699,35727,ORG,national education longitudinal study,0
654,3,Federal Reserve Bank of Richmond S1,0,35,ORG,national education longitudinal study,0
655,3,four-year,91,100,DATE,national education longitudinal study,0
656,3,Judd,214,218,PERSON,national education longitudinal study,0
657,3,2000,220,224,DATE,national education longitudinal study,0
658,3,Pricing Model,249,262,PERSON,national education longitudinal study,0
659,3,CAPM,264,268,PERSON,national education longitudinal study,0
660,3,four-year,347,356,DATE,national education longitudinal study,0
661,3,Heckman,466,473,PERSON,national education longitudinal study,0
662,3,Lochner,475,482,PERSON,national education longitudinal study,0
663,3,Todd,488,492,PERSON,national education longitudinal study,0
664,3,2008,494,498,DATE,national education longitudinal study,0
665,3,four-year,544,553,DATE,national education longitudinal study,0
666,3,1960,616,620,DATE,national education longitudinal study,0
667,3,around 10 percent,657,674,PERCENT,national education longitudinal study,0
668,3,Heckman,774,781,PERSON,national education longitudinal study,0
669,3,Navarro,787,794,PERSON,national education longitudinal study,0
670,3,2005,796,800,DATE,national education longitudinal study,0
671,3,four-year,988,997,DATE,national education longitudinal study,0
672,3,1,1048,1049,CARDINAL,national education longitudinal study,0
673,3,Heckman,1057,1064,PERSON,national education longitudinal study,0
674,3,Navarro,1070,1077,PERSON,national education longitudinal study,0
675,3,2005,1079,1083,DATE,national education longitudinal study,0
676,3,two-year,1346,1354,DATE,national education longitudinal study,0
677,3,two-year,1494,1502,DATE,national education longitudinal study,0
678,3,two-year,1732,1740,DATE,national education longitudinal study,0
679,3,four-year,1849,1858,DATE,national education longitudinal study,0
680,3,two-year,1908,1916,DATE,national education longitudinal study,0
681,3,four-year,2163,2172,DATE,national education longitudinal study,0
682,3,Nicholas Trachter,2261,2278,PERSON,national education longitudinal study,0
683,3,the Federal Reserve Bank of Richmond,2402,2438,ORG,national education longitudinal study,0
684,3,the Federal Reserve System,2442,2468,ORG,national education longitudinal study,0
685,3,two-year,2504,2512,DATE,national education longitudinal study,0
686,3,four-year,2526,2535,DATE,national education longitudinal study,0
687,3,2 56 percent,2548,2560,PERCENT,national education longitudinal study,0
688,3,63 percent,2581,2591,PERCENT,national education longitudinal study,0
689,3,four-year,2626,2635,DATE,national education longitudinal study,0
690,3,1984,2955,2959,DATE,national education longitudinal study,0
691,3,"16,454 41",2988,2997,DATE,national education longitudinal study,0
692,3,"96,600",3066,3072,MONEY,national education longitudinal study,0
693,3,HS&B,3158,3162,ORG,national education longitudinal study,0
694,3,1982 to 1990,3186,3198,DATE,national education longitudinal study,0
695,3,National Education Longitudinal Study of 1988,3200,3245,ORG,national education longitudinal study,1
696,3,NELS:88,3247,3254,ORG,national education longitudinal study,0
697,3,1992,3278,3282,DATE,national education longitudinal study,0
698,3,2000,3286,3290,DATE,national education longitudinal study,0
699,3,HS&B,3315,3319,ORG,national education longitudinal study,0
700,3,13 years,3370,3378,DATE,national education longitudinal study,0
701,3,8 years,3383,3390,DATE,national education longitudinal study,0
702,3,two-year,3534,3542,DATE,national education longitudinal study,0
703,3,two-year,3601,3609,DATE,national education longitudinal study,0
704,3,two-year,3649,3657,DATE,national education longitudinal study,0
705,3,disentangle vocational school,4064,4093,ORG,national education longitudinal study,0
706,3,two-year,4108,4116,DATE,national education longitudinal study,0
707,3,The National Longitudinal Study of the High School Class,4292,4348,ORG,national education longitudinal study,0
708,3,1972,4352,4356,DATE,national education longitudinal study,0
709,3,1972,4442,4446,DATE,national education longitudinal study,0
710,3,the spring of 1972,4529,4547,DATE,national education longitudinal study,0
711,3,1973,4587,4591,DATE,national education longitudinal study,0
712,3,1973,4660,4664,DATE,national education longitudinal study,0
713,3,1974,4666,4670,DATE,national education longitudinal study,0
714,3,1976,4672,4676,DATE,national education longitudinal study,0
715,3,1979,4678,4682,DATE,national education longitudinal study,0
716,3,1986,4688,4692,DATE,national education longitudinal study,0
717,3,four-year,4813,4822,DATE,national education longitudinal study,0
718,3,first,4997,5002,ORDINAL,national education longitudinal study,0
719,4,the National Education Longitudinal Study (,107,150,ORG,national education longitudinal study,1
720,4,NELS,150,154,ORG,national education longitudinal study,0
721,4,Hedges,851,857,ORG,national education longitudinal study,0
722,4,Greenwald 1996,862,876,PERSON,national education longitudinal study,0
723,4,1999,886,890,DATE,national education longitudinal study,0
724,4,Rivkin,1065,1071,PERSON,national education longitudinal study,0
725,4,Hanushek,1073,1081,PERSON,national education longitudinal study,0
726,4,Kain 2005,1087,1096,PERSON,national education longitudinal study,0
727,4,Hanushek,1114,1122,PERSON,national education longitudinal study,0
728,4,Angrist and Lavy 1999,1150,1171,WORK_OF_ART,national education longitudinal study,0
729,4,2000,1179,1183,DATE,national education longitudinal study,0
730,4,Hanushek,1219,1227,PERSON,national education longitudinal study,0
731,4,1992,1228,1232,DATE,national education longitudinal study,0
732,4,Murnane,1840,1847,GPE,national education longitudinal study,0
733,4,Levy,1852,1856,LOC,national education longitudinal study,0
734,4,1996,1858,1862,DATE,national education longitudinal study,0
735,4,fifteen,1878,1885,CARDINAL,national education longitudinal study,0
736,4,Austin,1886,1892,GPE,national education longitudinal study,0
737,4,Texas,1894,1899,GPE,national education longitudinal study,0
738,4,"300,000",1925,1932,MONEY,national education longitudinal study,0
739,4,thirteen,1965,1973,CARDINAL,national education longitudinal study,0
740,4,two,2008,2011,CARDINAL,national education longitudinal study,0
741,4,the National Education Longitudinal Study (NELS,2268,2315,ORG,national education longitudinal study,1
742,4,Coleman Report,3204,3218,PERSON,national education longitudinal study,0
743,4,Hanushek,3559,3567,PERSON,national education longitudinal study,0
744,4,1996,3569,3573,DATE,national education longitudinal study,0
745,4,Hedges,3639,3645,ORG,national education longitudinal study,0
746,4,Greenwald,3650,3659,PERSON,national education longitudinal study,0
747,4,Krueger,3671,3678,PERSON,national education longitudinal study,0
748,4,1999,3680,3684,DATE,national education longitudinal study,0
749,4,Rivkin,3958,3964,PERSON,national education longitudinal study,0
750,4,Hanushek,3966,3974,PERSON,national education longitudinal study,0
751,4,Kain 2005,3980,3989,PERSON,national education longitudinal study,0
752,4,Hanushek,4007,4015,PERSON,national education longitudinal study,0
753,4,Angrist and Lavy 1999,4043,4064,WORK_OF_ART,national education longitudinal study,0
754,4,2000,4075,4079,DATE,national education longitudinal study,0
755,4,Hanushek,4116,4124,PERSON,national education longitudinal study,0
756,4,1992,4125,4129,DATE,national education longitudinal study,0
757,4,The Coleman Report,4133,4151,PERSON,national education longitudinal study,0
758,4,Murnane,4336,4343,GPE,national education longitudinal study,0
759,4,Maynard,4345,4352,GPE,national education longitudinal study,0
760,4,Ohls,4358,4362,ORG,national education longitudinal study,0
761,4,1981,4363,4367,DATE,national education longitudinal study,0
762,4,Hanushek,4369,4377,ORG,national education longitudinal study,0
763,4,1992,4378,4382,DATE,national education longitudinal study,0
764,4,Goldhaber,4384,4393,GPE,national education longitudinal study,0
765,4,Brewer 1997,4398,4409,DATE,national education longitudinal study,0
766,4,Ehrenberg,4411,4420,GPE,national education longitudinal study,0
767,4,Brewer 1994,4425,4436,DATE,national education longitudinal study,0
768,4,Ferguson,4442,4450,GPE,national education longitudinal study,0
769,4,Ladd 1996,4455,4464,DATE,national education longitudinal study,0
770,4,Hanushek,4478,4486,PERSON,national education longitudinal study,0
771,4,1992,4488,4492,DATE,national education longitudinal study,0
772,4,Hanushek,4732,4740,PERSON,national education longitudinal study,0
773,4,al. 2003,4744,4752,DATE,national education longitudinal study,0
774,4,Leibowitz 1974 Leibowitz,5017,5041,PERSON,national education longitudinal study,0
775,4,1977 Hill,5044,5053,PERSON,national education longitudinal study,0
776,4,Stafford 1977,5058,5071,PERSON,national education longitudinal study,0
777,4,1980,5073,5077,DATE,national education longitudinal study,0
778,4,Kooreman,5079,5087,PERSON,national education longitudinal study,0
779,4,Kapteyn,5092,5099,PERSON,national education longitudinal study,0
780,4,1987,5100,5104,DATE,national education longitudinal study,0
781,4,Kim,5110,5113,PERSON,national education longitudinal study,0
782,4,2001,5114,5118,DATE,national education longitudinal study,0
783,4,1965,5520,5524,DATE,national education longitudinal study,0
784,4,1976,5546,5550,DATE,national education longitudinal study,0
785,4,Todd,5602,5606,PERSON,national education longitudinal study,0
786,4,Wolpin,5611,5617,ORG,national education longitudinal study,0
787,4,2003,5619,5623,DATE,national education longitudinal study,0
788,4,max,5807,5810,PERSON,national education longitudinal study,0
789,4,UðA,5811,5814,ORG,national education longitudinal study,0
790,4,hours,6010,6015,TIME,national education longitudinal study,0
791,4,2,6271,6272,CARDINAL,national education longitudinal study,0
792,4,1,6329,6330,CARDINAL,national education longitudinal study,0
793,4,Witte,6616,6621,PERSON,national education longitudinal study,0
794,4,1996,6623,6627,DATE,national education longitudinal study,0
795,4,Nechyba,6867,6874,PERSON,national education longitudinal study,0
796,4,2000,6876,6880,DATE,national education longitudinal study,0
797,4,2,6950,6951,CARDINAL,national education longitudinal study,0
798,4,three,7104,7109,CARDINAL,national education longitudinal study,0
799,4,@A=@E 3 @E=@S,8397,8410,PERSON,national education longitudinal study,0
800,4,0,8515,8516,MONEY,national education longitudinal study,0
801,4,0,8600,8601,CARDINAL,national education longitudinal study,0
802,4,two,9200,9203,CARDINAL,national education longitudinal study,0
803,4,first,9244,9249,ORDINAL,national education longitudinal study,0
804,4,second,9502,9508,ORDINAL,national education longitudinal study,0
805,4,NELS,9841,9845,ORG,national education longitudinal study,0
806,4,"24,599",9904,9910,CARDINAL,national education longitudinal study,0
807,4,eighth,9911,9917,ORDINAL,national education longitudinal study,0
808,4,815,9939,9942,CARDINAL,national education longitudinal study,0
809,4,237,9962,9965,CARDINAL,national education longitudinal study,0
810,4,NELS,10154,10158,ORG,national education longitudinal study,0
811,4,eighth,10202,10208,ORDINAL,national education longitudinal study,0
812,4,tenth,10218,10223,ORDINAL,national education longitudinal study,0
813,4,twelfth,10233,10240,ORDINAL,national education longitudinal study,0
814,4,every two years,10264,10279,DATE,national education longitudinal study,0
815,4,eighth,10327,10333,ORDINAL,national education longitudinal study,0
816,4,tenth,10338,10343,ORDINAL,national education longitudinal study,0
817,4,eighth,10388,10394,ORDINAL,national education longitudinal study,0
818,4,tenth,10447,10452,ORDINAL,national education longitudinal study,0
819,4,tenth,10469,10474,ORDINAL,national education longitudinal study,0
820,4,the earlier years,10515,10532,DATE,national education longitudinal study,0
821,4,NELS,10540,10544,ORG,national education longitudinal study,0
822,4,1,10749,10750,CARDINAL,national education longitudinal study,0
823,4,4,10973,10974,CARDINAL,national education longitudinal study,0
824,4,five,10986,10990,CARDINAL,national education longitudinal study,0
825,4,tenth,11010,11015,ORDINAL,national education longitudinal study,0
826,4,1,11095,11096,CARDINAL,national education longitudinal study,0
827,4,2,11165,11166,CARDINAL,national education longitudinal study,0
828,4,3,11212,11213,CARDINAL,national education longitudinal study,0
829,4,4,11265,11266,CARDINAL,national education longitudinal study,0
830,4,5,11298,11299,CARDINAL,national education longitudinal study,0
831,4,five,11367,11371,CARDINAL,national education longitudinal study,0
832,4,first,11421,11426,ORDINAL,national education longitudinal study,0
833,4,two,11427,11430,CARDINAL,national education longitudinal study,0
834,4,Muller,11568,11574,PERSON,national education longitudinal study,0
835,4,Kerbow,11579,11585,ORG,national education longitudinal study,0
836,4,1993,11586,11590,DATE,national education longitudinal study,0
837,4,two,11610,11613,CARDINAL,national education longitudinal study,0
838,4,third,11749,11754,ORDINAL,national education longitudinal study,0
839,4,three,11960,11965,CARDINAL,national education longitudinal study,0
840,4,two,12180,12183,CARDINAL,national education longitudinal study,0
841,4,1,12231,12232,CARDINAL,national education longitudinal study,0
842,4,2,12307,12308,CARDINAL,national education longitudinal study,0
843,4,five,12319,12323,CARDINAL,national education longitudinal study,0
844,4,two,12931,12934,CARDINAL,national education longitudinal study,0
845,4,4,13092,13093,CARDINAL,national education longitudinal study,0
846,4,5,13241,13242,CARDINAL,national education longitudinal study,0
847,4,eighth,13276,13282,ORDINAL,national education longitudinal study,0
848,4,eighth,13483,13489,ORDINAL,national education longitudinal study,0
849,4,five,13575,13579,CARDINAL,national education longitudinal study,0
850,4,6,13783,13784,CARDINAL,national education longitudinal study,0
851,4,6,13814,13815,CARDINAL,national education longitudinal study,0
852,4,first,14162,14167,ORDINAL,national education longitudinal study,0
853,4,second,14172,14178,ORDINAL,national education longitudinal study,0
854,4,two,14298,14301,CARDINAL,national education longitudinal study,0
855,4,second,14374,14380,ORDINAL,national education longitudinal study,0
856,4,Hanushek 1996,14813,14826,PERSON,national education longitudinal study,0
857,4,eighth,14989,14995,ORDINAL,national education longitudinal study,0
858,4,tenth,15018,15023,ORDINAL,national education longitudinal study,0
859,4,eighth,15162,15168,ORDINAL,national education longitudinal study,0
860,4,eighth,15367,15373,ORDINAL,national education longitudinal study,0
861,4,tenth,15460,15465,ORDINAL,national education longitudinal study,0
862,4,NELS,16118,16122,ORG,national education longitudinal study,0
863,4,"17,310",16271,16277,CARDINAL,national education longitudinal study,0
864,4,base-year,16315,16324,DATE,national education longitudinal study,0
865,4,"1,775",16331,16336,CARDINAL,national education longitudinal study,0
866,4,first,16388,16393,ORDINAL,national education longitudinal study,0
867,4,"15,535",16435,16441,CARDINAL,national education longitudinal study,0
868,4,"5,153",16452,16457,CARDINAL,national education longitudinal study,0
869,4,"10,382",16575,16581,CARDINAL,national education longitudinal study,0
870,4,9 7,16894,16897,DATE,national education longitudinal study,0
871,4,five,16952,16956,CARDINAL,national education longitudinal study,0
872,4,0.38,17045,17049,CARDINAL,national education longitudinal study,0
873,4,8,17051,17052,CARDINAL,national education longitudinal study,0
874,4,Hanushek,17151,17159,PERSON,national education longitudinal study,0
875,4,Taylor 1990,17164,17175,PERSON,national education longitudinal study,0
876,4,Todd,17177,17181,ORG,national education longitudinal study,0
877,4,Wolpin,17186,17192,ORG,national education longitudinal study,0
878,4,2003,17193,17197,DATE,national education longitudinal study,0
879,4,9,17201,17202,CARDINAL,national education longitudinal study,0
880,4,"5,257",17288,17293,CARDINAL,national education longitudinal study,0
881,4,A. Student,17786,17796,PERSON,national education longitudinal study,0
882,4,2,17815,17816,CARDINAL,national education longitudinal study,0
883,4,five,17928,17932,CARDINAL,national education longitudinal study,0
884,4,10,17980,17982,CARDINAL,national education longitudinal study,0
885,4,first,17987,17992,ORDINAL,national education longitudinal study,0
886,4,2,18009,18010,CARDINAL,national education longitudinal study,0
887,4,three,18384,18389,CARDINAL,national education longitudinal study,0
888,4,two,18480,18483,CARDINAL,national education longitudinal study,0
889,4,more than four,18788,18802,CARDINAL,national education longitudinal study,0
890,4,six,18804,18807,CARDINAL,national education longitudinal study,0
891,4,"1,000",18867,18872,MONEY,national education longitudinal study,0
892,4,five,19723,19727,CARDINAL,national education longitudinal study,0
893,4,Table 2,20066,20073,WORK_OF_ART,national education longitudinal study,0
894,4,five,20418,20422,CARDINAL,national education longitudinal study,0
895,4,only one,20461,20469,CARDINAL,national education longitudinal study,0
896,4,five,20677,20681,CARDINAL,national education longitudinal study,0
897,4,11,20801,20803,CARDINAL,national education longitudinal study,0
898,4,provides little 10,20827,20845,CARDINAL,national education longitudinal study,0
899,4,more than one,20862,20875,CARDINAL,national education longitudinal study,0
900,4,11,20986,20988,CARDINAL,national education longitudinal study,0
901,4,One,20990,20993,CARDINAL,national education longitudinal study,0
902,4,the National Education Longitudinal Study (NELS,21257,21304,ORG,national education longitudinal study,1
903,4,1,21395,21396,CARDINAL,national education longitudinal study,0
904,4,5,21398,21399,CARDINAL,national education longitudinal study,0
905,4,10 percent,21405,21415,PERCENT,national education longitudinal study,0
906,4,Huber/White,21603,21614,ORG,national education longitudinal study,0
